Analyst Username,URL Username,Ticker,Quarter,Reports,Published,EPS,Revenue
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
krock,kerickson,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_3052920,analyst_3052920,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_4198204,analyst_4198204,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_4198204,analyst_4198204,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_4198204,analyst_4198204,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_9769655,analyst_9769655,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">JPM</strong>",Q4 2023,"Jan 12, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 16, 2023",3.67,"39,337"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">WFC</strong>",Q4 2023,"Jan 12, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 15, 2023",1.23,"20,255"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">BAC</strong>",Q4 2023,"Jan 12, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 18, 2023",0.74,"24,035"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">BK</strong>",Q4 2023,"Jan 12, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 17, 2023",1.17,"4,291"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">MS</strong>",Q4 2023,"Jan 16, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 18, 2023",1.27,"12,924"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">GS</strong>",Q4 2023,"Jan 16, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 17, 2023",7.17,"11,297"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">C</strong>",Q4 2023,"Jan 17, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 14, 2023",1.25,"19,377"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">NTRS</strong>",Q4 2023,"Jan 18, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 19, 2023",1.26,"1,695"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">STT</strong>",Q4 2023,"Jan 18, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 18, 2023",1.76,"2,353"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">RJF</strong>",Q1 2024,"Jan 24, 2024 <abbr title=""After Market Closes"">AMC</abbr>","Oct 26, 2023",2.26,"2,973"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">EVR</strong>",Q4 2023,"Jan 31, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 26, 2023",1.86,729.26
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">LAZ</strong>",Q4 2023,"Feb 1, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 27, 2023",0.42,683.34
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">HLI</strong>",Q3 2024,"Feb 6, 2024 <abbr title=""After Market Closes"">AMC</abbr>","Oct 27, 2023",1.24,513.00
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">MC</strong>",Q4 2023,"Feb 7, 2024 <abbr title=""After Market Closes"">AMC</abbr>","Nov 3, 2023",-0.07,217.00
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">STT</strong>",Q1 2024,"Apr 11, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 18, 2023",1.29,"2,347"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">JPM</strong>",Q1 2024,"Apr 12, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 16, 2023",4.14,"40,955"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">WFC</strong>",Q1 2024,"Apr 12, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 15, 2023",1.17,"20,341"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">C</strong>",Q1 2024,"Apr 12, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","<span class=""stale-tooltip"" data-hasqtip=""true"" oldtitle=""You estimated 43 days ago. Older estimates tend to be less reliable. Revise your estimate now."" title="""">","<span class=""profile-tbl-days-ago"">",</span>
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">GS</strong>",Q1 2024,"Apr 16, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 17, 2023",9.53,"12,913"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">BAC</strong>",Q1 2024,"Apr 16, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 18, 2023",0.81,"25,560"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">MS</strong>",Q1 2024,"Apr 17, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 18, 2023",1.80,"14,392"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">BK</strong>",Q1 2024,"Apr 18, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","<span class=""stale-tooltip"" data-hasqtip=""true"" oldtitle=""You estimated 40 days ago. Older estimates tend to be less reliable. Revise your estimate now."" title="""">","<span class=""profile-tbl-days-ago"">",</span>
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">NTRS</strong>",Q1 2024,"Apr 23, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 19, 2023",1.26,"1,712"
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">EVR</strong>",Q1 2024,"Apr 24, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","Oct 26, 2023",1.66,584.24
Jim Mitchell,ghs_43,"<strong class=""profile-tbl-ticker"">MC</strong>",Q1 2024,"Apr 24, 2024 <abbr title=""After Market Closes"">AMC</abbr>","Nov 3, 2023",0.09,220.00
Analyst_8740461,analyst_8740461,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_2362853,analyst_2362853,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GreatDecoupling,greatdecoupling,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GreatDecoupling,greatdecoupling,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GreatDecoupling,greatdecoupling,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_7812129,analyst_7812129,"<strong class=""profile-tbl-ticker"">ARLP</strong>",Q1 2022,</div> 4 / 4,-11,-1,-12
Analyst_7812129,analyst_7812129,"<strong class=""profile-tbl-ticker"">ARLP</strong>",Q4 2021,</div> 4 / 7,-3,9,6
Analyst_7812129,analyst_7812129,"<strong class=""profile-tbl-ticker"">TSLA</strong>",Q4 2020,</div> 257 / 413,13,-2,11
Analyst_7812129,analyst_7812129,"<strong class=""profile-tbl-ticker"">ELV</strong>",Q2 2020,</div> 5 / 13,-6,17,11
Analyst_7812129,analyst_7812129,"<strong class=""profile-tbl-ticker"">TSLA</strong>",Q1 2020,</div> 96 / 506,-4,22,18
adityavgupta28,adityavgupta28,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
adityavgupta28,adityavgupta28,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
adityavgupta28,adityavgupta28,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_3874771,analyst_3874771,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_8487738,analyst_8487738,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_1679747,analyst_1679747,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_1679747,analyst_1679747,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_1679747,analyst_1679747,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Michael Illert,analyst_3530669,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Michael Illert,analyst_3530669,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Michael Illert,analyst_3530669,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Michael Illert,analyst_3530669,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_8673157,analyst_8673157,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
investorco1,investorco1,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
investorco1,investorco1,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
investorco1,investorco1,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
GregTripple,analyst_8247534,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
UnlikelySpinach,analyst_2563773,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
UnlikelySpinach,analyst_2563773,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
UnlikelySpinach,analyst_2563773,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
UnlikelySpinach,analyst_2563773,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
UnlikelySpinach,analyst_2563773,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
UnlikelySpinach,analyst_2563773,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
UnlikelySpinach,analyst_2563773,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
UnlikelySpinach,analyst_2563773,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
UnlikelySpinach,analyst_2563773,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_9147749,analyst_9147749,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_9625351,analyst_9625351,"<strong class=""profile-tbl-ticker"">AMZN</strong>",Q3 2022,</div> 109 / 144,-6,-1,-7
Analyst_2603568,analyst_2603568,"<strong class=""profile-tbl-ticker"">TSLA</strong>",Q1 2022,</div> 58 / 266,10,17,27
Analyst_8364807,analyst-8364807,"<strong class=""profile-tbl-ticker"">SU</strong>",Q4 2023,"Feb 7, 2024 <abbr title=""After Market Closes"">AMC</abbr>","Nov 8, 2023",1.11,"9,856"
Analyst_8364807,analyst-8364807,"<strong class=""profile-tbl-ticker"">FE</strong>",Q4 2023,"Feb 8, 2024 <abbr title=""After Market Closes"">AMC</abbr>","Nov 2, 2023",0.61,"3,144"
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">HP</strong>",Q4 2023,</div> 12 / 13,-5,-7,-12
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">OXY</strong>",Q3 2023,</div> 14 / 21,-3,-4,-7
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">DVN</strong>",Q3 2023,</div> 9 / 23,13,-3,10
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">SM</strong>",Q3 2023,</div> 7 / 14,14,-4,10
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">PXD</strong>",Q3 2023,</div> 4 / 15,14,18,32
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">EOG</strong>",Q3 2023,</div> 4 / 18,10,17,27
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">COP</strong>",Q3 2023,</div> 3 / 18,16,19,35
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">CNQ</strong>",Q3 2023,</div> 8 / 12,-4,9,5
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">CLB</strong>",Q3 2023,</div> 3 / 11,-2,11,9
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">WMB</strong>",Q3 2023,</div> 11 / 11,6,-3,3
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">MRO</strong>",Q3 2023,</div> 13 / 16,-6,-5,-11
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">APA</strong>",Q3 2023,</div> 5 / 13,10,10,20
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">MPC</strong>",Q3 2023,</div> 9 / 16,11,10,21
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">RIG</strong>",Q3 2023,</div> 9 / 15,-4,-3,-7
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">CVX</strong>",Q3 2023,</div> 3 / 24,10,11,21
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">XOM</strong>",Q3 2023,</div> 3 / 28,-2,17,15
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">OIS</strong>",Q3 2023,</div> 6 / 11,-4,-3,-7
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">NOV</strong>",Q3 2023,</div> 11 / 14,-4,9,5
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">VLO</strong>",Q3 2023,</div> 7 / 20,-2,-1,-3
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">FTI</strong>",Q3 2023,</div> 2 / 14,19,9,28
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">OII</strong>",Q3 2023,</div> 2 / 12,13,-1,12
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">CNX</strong>",Q3 2023,</div> 6 / 16,25,7,32
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">RRC</strong>",Q3 2023,</div> 6 / 19,14,-2,12
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">HAL</strong>",Q3 2023,</div> 3 / 19,25,-4,21
Analyst_1393760,analyst_1393760,"<strong class=""profile-tbl-ticker"">SLB</strong>",Q3 2023,</div> 5 / 25,25,-2,23
Analyst_8869204,analyst_8869204,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
JB_of_London,analyst_2377476,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
cengizhan,analyst_415142,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
cengizhan,analyst_415142,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_9209673,analyst_9209673,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_9977379,analyst_9977379,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_9977379,analyst_9977379,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_5811250,analyst_5811250,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_2442758,analyst_2442758,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_2442758,analyst_2442758,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_81473,analyst_81473,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_81473,analyst_81473,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_3899293,analyst_3899293,"<strong class=""profile-tbl-ticker"">AMD</strong>",Q3 2020,</div> 46 / 234,14,11,25
Analyst_3899293,analyst_3899293,"<strong class=""profile-tbl-ticker"">TSLA</strong>",Q3 2020,</div> 83 / 472,20,13,33
Analyst_6665431,analyst_6665431,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_6665431,analyst_6665431,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_6665431,analyst_6665431,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_6665431,analyst_6665431,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_9370383,analyst_9370383,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_6403567,analyst_6403567,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_6403567,analyst_6403567,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_6403567,analyst_6403567,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_168729,analyst_168729,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_168729,analyst_168729,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_168729,analyst_168729,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_2933459,analyst_2933459,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_2933459,analyst_2933459,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_2933459,analyst_2933459,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_5770438,analyst_5770438,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Analyst_8765288,analyst_8765288,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
bgvianyc,bgvianyc,"<strong class=""profile-tbl-ticker"">BLDR</strong>",Q4 2023,"Feb 27, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","<span class=""stale-tooltip"" data-hasqtip=""true"" oldtitle=""You estimated 203 days ago. Older estimates tend to be less reliable. Revise your estimate now."" title="""">","<span class=""profile-tbl-days-ago"">",</span>
bgvianyc,bgvianyc,"<strong class=""profile-tbl-ticker"">BLDR</strong>",Q1 2024,"May 2, 2024 <abbr title=""Before Market Opens"">BMO</abbr>","<span class=""stale-tooltip"" data-hasqtip=""true"" oldtitle=""You estimated 203 days ago. Older estimates tend to be less reliable. Revise your estimate now."" title="""">","<span class=""profile-tbl-days-ago"">",</span>
Analyst_217032,analyst_217032,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vailima,vailima,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vailima,vailima,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
Vailima,vailima,"<strong class=""profile-tbl-ticker"">",</a> </div>,"<div class=""td profile-stcks-tbl-quarters""> </div>",</div>,</div>,</div>
